method,sim_id,p,q,time,n_models,aic,bic
grid_search,527,1,4.0,78.44501900672913,64.0,5680.323830182746,5714.678117135621
grid_search,528,4,5.0,89.28240394592285,64.0,5583.479653529008,5637.464961597811
grid_search,529,2,6.0,84.98669695854187,64.0,5490.151030716837,5539.228583506659
grid_search,530,7,0.0,76.12750697135925,64.0,5438.563412632952,5482.733210143791
grid_search,531,4,4.0,87.52893614768982,64.0,5592.2773602155885,5641.35491300541
grid_search,532,6,0.0,79.6698009967804,64.0,5692.87159689704,5732.133639128897
grid_search,533,6,2.0,79.46616697311401,64.0,5724.75971687601,5773.837269665832
grid_search,534,4,5.0,79.99827885627747,64.0,5779.924961043669,5833.910269112473
grid_search,535,6,0.0,73.30863904953003,64.0,5465.466064118012,5504.7281063498685
grid_search,536,1,4.0,82.02012014389038,64.0,5430.710608407915,5465.06489536079
grid_search,537,3,4.0,84.61185693740845,64.0,5638.455278647741,5682.62507615858
grid_search,538,7,3.0,79.43903589248657,64.0,5361.376206282597,5420.269269630383
grid_search,539,7,2.0,75.43029403686523,64.0,5685.583033736549,5739.568341805352
grid_search,540,1,4.0,80.63785195350647,64.0,5736.411755860429,5770.766042813304
grid_search,541,1,5.0,81.80843997001648,64.0,5671.714164401218,5710.976206633075
grid_search,542,1,5.0,83.20839595794678,64.0,5566.015167672736,5605.277209904593
grid_search,543,1,5.0,81.7135579586029,64.0,5682.424601796343,5721.6866440282
grid_search,544,3,4.0,79.5543692111969,64.0,5818.950410822942,5863.120208333781
grid_search,545,2,6.0,79.46668291091919,64.0,5450.327965678317,5499.405518468138
grid_search,546,6,2.0,78.55558800697327,64.0,5661.4037976077425,5710.481350397564
grid_search,547,3,4.0,83.80687117576599,64.0,5441.276900631874,5485.446698142713
grid_search,548,5,4.0,78.50662207603455,64.0,5482.474961670379,5536.460269739183
grid_search,549,5,6.0,88.35807991027832,64.0,5708.918562471924,5772.719381098692
grid_search,550,4,4.0,81.42348504066467,64.0,5467.605225744855,5516.682778534676
grid_search,551,7,0.0,87.13570618629456,64.0,5738.867238750351,5783.03703626119
