"Simulation_ID","Path_Taken"
"run_53","(2,2) IC:6672.84 -> (0,0) IC:6811.73 -> (1,0) IC:6719.44 -> (0,1) IC:Inf -> (1,1) IC:6695.84 -> (1,2) IC:6688.67 -> (2,1) IC:6670.89 -> (2,0) IC:6711.32 -> (3,1) IC:6672.79 -> (3,0) IC:6712.76 -> (3,2) IC:6673.05"
"run_54","(2,2) IC:6676.30 -> (0,0) IC:6794.37 -> (1,0) IC:6711.53 -> (0,1) IC:6796.38 -> (1,1) IC:6674.77 -> (2,1) IC:6659.76 -> (2,0) IC:6696.63 -> (3,1) IC:6660.42 -> (1,2) IC:6670.98 -> (3,0) IC:6696.76 -> (3,2) IC:6662.82"
"run_55","(2,2) IC:6666.96 -> (0,0) IC:6792.06 -> (1,0) IC:6694.70 -> (0,1) IC:6794.04 -> (1,1) IC:6664.15 -> (2,1) IC:6665.68 -> (1,2) IC:6665.92 -> (0,2) IC:Inf -> (2,0) IC:6666.39"
"run_56","(2,2) IC:6804.70 -> (0,0) IC:7052.62 -> (1,0) IC:6906.85 -> (0,1) IC:7054.62 -> (1,1) IC:6811.49 -> (1,2) IC:6806.42 -> (2,1) IC:6792.21 -> (2,0) IC:6870.30 -> (3,1) IC:6791.12 -> (3,0) IC:6860.41 -> (4,1) IC:6793.12 -> (3,2) IC:6796.09 -> (4,0) IC:6859.80 -> (4,2) IC:6795.05"
"run_57","(2,2) IC:6732.63 -> (0,0) IC:6912.60 -> (1,0) IC:6826.01 -> (0,1) IC:Inf -> (1,1) IC:6730.77 -> (2,1) IC:6725.11 -> (2,0) IC:6803.69 -> (3,1) IC:6727.04 -> (1,2) IC:6728.64 -> (3,0) IC:6791.05 -> (3,2) IC:6757.27"
"run_58","(2,2) IC:6722.90 -> (0,0) IC:7120.83 -> (1,0) IC:6871.55 -> (0,1) IC:Inf -> (1,1) IC:6726.01 -> (1,2) IC:6719.72 -> (0,2) IC:Inf -> (1,3) IC:6705.54 -> (0,3) IC:Inf -> (2,3) IC:6704.58 -> (3,3) IC:6704.21 -> (3,2) IC:6704.76 -> (4,3) IC:6696.64 -> (4,2) IC:6705.51 -> (5,3) IC:6698.21 -> (4,4) IC:6697.65 -> (3,4) IC:6727.15 -> (5,2) IC:6705.11 -> (5,4) IC:6705.44"
"run_59","(2,2) IC:6817.53 -> (0,0) IC:6974.18 -> (1,0) IC:6886.57 -> (0,1) IC:6976.18 -> (1,1) IC:6821.61 -> (1,2) IC:6815.02 -> (0,2) IC:Inf -> (1,3) IC:6805.31 -> (0,3) IC:Inf -> (2,3) IC:6805.86 -> (1,4) IC:6805.89 -> (0,4) IC:Inf -> (2,4) IC:6861.63"
"run_60","(2,2) IC:6636.34 -> (0,0) IC:6727.08 -> (1,0) IC:6643.08 -> (0,1) IC:Inf -> (1,1) IC:6636.58 -> (1,2) IC:6635.05 -> (0,2) IC:Inf -> (1,3) IC:6634.73 -> (0,3) IC:Inf -> (2,3) IC:6635.65 -> (1,4) IC:6627.68 -> (0,4) IC:Inf -> (2,4) IC:6615.06 -> (3,4) IC:6616.05 -> (2,5) IC:6614.12 -> (1,5) IC:6617.00 -> (3,5) IC:6615.98 -> (2,6) IC:6615.79 -> (1,6) IC:6615.24 -> (3,6) IC:6615.39"
"run_61","(2,2) IC:6736.64 -> (0,0) IC:7012.74 -> (1,0) IC:6860.68 -> (0,1) IC:Inf -> (1,1) IC:6735.25 -> (2,1) IC:6723.42 -> (2,0) IC:6803.61 -> (3,1) IC:6720.02 -> (3,0) IC:6784.80 -> (4,1) IC:6720.59 -> (3,2) IC:6724.83 -> (4,0) IC:6776.82 -> (4,2) IC:6720.52"
"run_62","(2,2) IC:6954.01 -> (0,0) IC:7026.63 -> (1,0) IC:6954.23 -> (0,1) IC:Inf -> (1,1) IC:6950.38 -> (2,1) IC:6952.20 -> (1,2) IC:6948.06 -> (0,2) IC:7030.63 -> (1,3) IC:6948.08 -> (0,3) IC:Inf -> (2,3) IC:6942.53 -> (3,3) IC:6936.56 -> (3,2) IC:6955.97 -> (4,3) IC:6937.90 -> (3,4) IC:6937.63 -> (2,4) IC:6912.24 -> (1,4) IC:6918.63 -> (2,5) IC:6896.56 -> (1,5) IC:6895.17 -> (0,5) IC:Inf -> (1,6) IC:6896.74 -> (0,4) IC:Inf -> (0,6) IC:Inf -> (2,6) IC:6893.25 -> (3,6) IC:6896.77 -> (2,7) IC:6897.25 -> (1,7) IC:6900.32 -> (3,5) IC:6913.88 -> (3,7) IC:6900.63"
