"sim_id","p_order","q_order","time","n_models_tested","aic","bic","intercept","sigmasq","beta1","beta2","beta3","beta4","beta5","beta6","beta7","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","mean.Temp.Lag5","mean.DTemp.Lag0","PM25.Lag0","mean.NO2.Lag2","status","error_message"
11,2,1,55.6563758850098,14,5541.84146741092,5586.01126492176,0.00869433863213813,0.031543549802684,0.200040191327206,-0.145801448517902,,,,,,0.943191912664573,,,,,,,-0.00173410132307244,0.0017868715941744,0.000493523674150642,-0.00201870298077556,"Success",""
12,1,3,65.0673236846924,14,5707.43342238034,5756.51097517017,0.0164448676321991,0.0332584386008126,0.182193430599222,,,,,,,-0.111621037085768,0.297009120466097,0.627372277712104,,,,,-0.00408178519657449,0.00411318071797317,0.00145022331214825,-0.00198167442205811,"Success",""
13,1,7,107.341045379639,24,5491.16883549904,5559.87740940479,0.0347283219027611,0.0271610305499264,0.216793744490164,,,,,,,0.314724940213402,0.369802640665142,-0.138405514933265,-0.344309249653041,0.202655916448727,0.768736288850428,-0.40019459353185,-0.00575120980755235,0.00576890848514445,0.00168753361194718,-0.00199903696404717,"Success",""
14,1,5,99.5598373413086,22,5626.30966337561,5685.20272672339,0.0465073205738614,0.0230715560081162,0.184949235509244,,,,,,,0.616302403102896,-0.318984020043722,0.408610425510543,-0.684570506066772,0.780487394032012,,,-0.00485425072991923,0.00493760729946166,0.00245193179722118,-0.00564843894084987,"Success",""
15,1,3,62.4628856182098,13,5677.52165845466,5726.59921124449,0.0310768286636658,0.0323236151666976,0.150828689835543,,,,,,,-0.177858074499625,0.212178685379425,0.806180679526721,,,,,-0.00522035731214719,0.00526716106570968,0.00231558031381741,-0.00363121933389223,"Success",""
16,1,3,55.093469619751,14,5726.02087121223,5775.09842400205,0.0845406097026347,0.0334916910436073,0.222686388406351,,,,,,,-0.0260552478054825,0.198667189353356,0.582281781472699,,,,,-0.00302148346924479,0.0029497981529873,0.000974000186411456,-0.00151064809376216,"Success",""
17,2,6,124.058721780777,27,5556.11880414484,5624.82737805059,0.108206681419737,0.0251341365856278,0.196062245417387,0.161708727064099,,,,,,-0.302993665427389,0.258659280551448,0.0674459652531914,-0.257233603495108,0.0535981691923542,0.791950583080493,,-0.00595197214430681,0.00587197832725943,0.00209096170393209,-0.00255816027214838,"Success",""
18,2,1,37.6633892059326,11,5611.85795831646,5656.0277558273,0.0271117596201083,0.0269701960132844,0.201551227105382,-0.157542103908293,,,,,,0.94768600110496,,,,,,,-0.00108122554221191,0.00106970505557551,0.000976055757769691,-0.00118017313989178,"Success",""
19,2,7,129.76335477829,27,5603.54488597012,5677.16121515485,0.0441597209594394,0.0240661560165735,0.241926187086554,0.212045832586666,,,,,,-0.787725588100551,0.217749437377751,0.0924130737934724,-0.160577610094101,-0.0874897650747527,0.693408110981372,0.562939095381893,-0.0094402205243276,0.00943956192093486,0.0054282805545542,-0.00434255098708569,"Success",""
20,3,7,136.244602680206,26,5338.41685415598,5416.9409386197,0.252431834523627,0.0230221674692714,0.222607534204146,0.278578938971751,0.0992313394704729,,,,,-0.999991675356875,0.133165601258934,0.324815766801771,-0.174853943092316,-0.211366429148085,0.682519008265184,0.574053250162293,-0.0116324713564457,0.0114471089503516,0.00441432054678514,-0.00742565530890268,"Success",""
21,3,2,78.0116829872131,15,5390.54833954525,5444.53364761405,0.0335694676364177,0.0231094092136472,0.258318876800893,0.0385133300773157,-0.197487454533303,,,,,-0.0582424451229539,0.949195140183339,,,,,,-0.00190149322099819,0.00190149991253341,0.00105311709114457,-0.00216678974284065,"Success",""
22,2,7,105.04808306694,23,5670.89123004457,5744.5075592293,0.0403629892497043,0.0222364706125083,0.179591960272692,0.0951990169716387,,,,,,-0.108870448032805,0.328654022008483,0.00296978406388828,-0.317618694650148,0.089874117149161,0.790557572684962,-0.072829505955414,-0.00504602693528438,0.00504624501958524,0.00352948888681496,-0.00393974753110608,"Success",""
23,2,6,106.818690538406,24,5680.93409689991,5749.64267080566,0.187724808080945,0.020455602435935,0.188816401877279,0.117130008213925,,,,,,-0.283197456615279,0.270425921686046,0.0447164255423721,-0.199298596895328,0.0766922361072381,0.725288285798922,,-0.00634358383866764,0.00628085308640288,0.00266304974243315,-0.00298469743390517,"Success",""
24,2,6,117.170394420624,25,5358.65935220191,5427.36792610766,0.0509779647301197,0.0170622139274487,0.213740268242714,0.148767510217487,,,,,,-0.37149932887716,0.240695756818773,0.0429112164750362,-0.217083042402781,0.13885602867762,0.786211186478047,,-0.00825870328044087,0.00832377631823854,0.00524663896691915,-0.00736700483996735,"Success",""
25,2,2,42.8046982288361,12,5554.65916733537,5603.73672012519,0.0174130040922677,0.0243836701909195,0.222559344637323,-0.175607561965181,,,,,,0.859903494887231,0.0881704447012039,,,,,,-0.00159274358711045,0.00158228524277685,0.00100070351736021,-0.000882601949182687,"Success",""
26,2,1,32.5263137817383,11,5475.28794597937,5519.45774349021,0.0147151575426596,0.0307920099373459,0.206429116207366,-0.154029619565164,,,,,,0.94274417785625,,,,,,,-0.00163293170993864,0.00160747709474397,0.000624449933784862,0.000307540064840239,"Success",""
27,4,2,177.574918746948,18,5672.21852350433,5731.11158685212,0.0331073167066492,0.0278114626255056,0.201595326086573,0.0792845760160582,-0.164372140211104,-0.0898353080134937,,,,-0.020337337068038,0.983339906555472,,,,,,-0.00317756614140255,0.00323575575437678,0.000762481249714684,-0.00214409307375348,"Success",""
28,2,1,35.8512997627258,11,5565.76613669947,5609.93593421031,0.0195243314414559,0.023501131776236,0.217427541654264,-0.177603489280075,,,,,,0.954078275455892,,,,,,,-0.001684740002729,0.00170556526941436,0.000470471815157679,-0.0010732853748361,"Success",""
